longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-120.56,38.09,34,2745,559,1150,491,2.3654,94900,INLAND
-119.44,36.61,17,1531,280,775,246,3.9073,91600,INLAND
-122.21,37.78,47,881,248,753,241,2.625,111300,NEAR BAY
-122.0,37.96,28,4071,713,2033,647,4.5833,190700,INLAND
-122.14,37.76,34,1513,231,545,211,5.5701,252800,NEAR BAY
-121.83,37.99,23,1970,296,935,279,4.4853,145900,INLAND
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND
-122.15,37.71,18,5778,1526,2441,1352,3.1682,202700,NEAR BAY
-122.28,37.9,49,3191,516,1148,507,6.3538,333700,NEAR BAY
-122.34,37.97,19,392,109,287,81,6.0426,110000,NEAR BAY
-122.27,37.73,31,5785,1379,2973,1312,3.2689,231000,NEAR BAY
-120.88,38.91,15,3876,778,1960,691,2.902,127300,INLAND
-122.22,37.77,52,1137,301,866,259,2.59,96400,NEAR BAY
-122.27,37.89,52,3046,373,975,365,8.8342,430500,NEAR BAY
-119.8,36.74,25,1717,542,1343,471,0.799,51800,INLAND
-122.08,37.64,36,1116,199,662,226,5.7309,177900,NEAR BAY
-122.12,37.88,35,2785,362,1001,363,8.0448,433300,NEAR BAY
-119.74,36.72,25,3972,842,2863,729,2.1304,58500,INLAND
-119.82,36.76,46,2194,563,924,542,1.4028,68500,INLAND
-122.07,37.52,3,14014,2861,7205,2753,6.0824,273500,NEAR BAY
-122.22,37.81,52,1971,335,765,308,6.5217,273700,NEAR BAY
-122.07,37.63,27,2784,723,2028,693,2.4808,157600,NEAR BAY
-121.89,37.49,9,4909,577,1981,591,9.7194,500001,<1H OCEAN
-119.84,36.79,21,3235,648,1820,614,3.3447,71400,INLAND
-119.82,36.79,18,5822,1439,3415,1224,1.6854,64700,INLAND
-119.77,36.8,32,3461,665,1507,649,2.9244,84600,INLAND
-120.02,38.91,22,2138,493,829,330,2.2056,107200,INLAND
-121.88,37.66,29,2702,680,1360,642,3.1127,233000,INLAND
-121.65,39.76,31,1599,318,794,303,3.0,96700,INLAND
-122.27,37.82,41,3221,853,1959,720,1.1108,97500,NEAR BAY
-122.26,37.88,52,2604,837,1798,769,1.725,287500,NEAR BAY
-122.2,37.78,39,1752,399,1071,376,3.1167,121600,NEAR BAY
-122.33,37.97,45,1982,376,1179,398,3.5463,130800,NEAR BAY
-121.84,39.73,52,857,232,520,198,0.987,112500,INLAND
-122.17,37.75,37,1379,287,835,259,2.4962,91800,NEAR BAY
-122.34,37.95,44,1788,368,933,329,2.875,133400,NEAR BAY
-122.23,37.8,51,1590,414,949,392,1.9028,127900,NEAR BAY
-121.53,39.53,35,1806,293,683,295,4.5156,91200,INLAND
-119.78,38.69,17,1364,282,338,152,2.45,117600,INLAND
-119.81,36.79,35,2314,443,954,457,2.9506,73800,INLAND
-122.34,37.95,45,1128,240,702,270,3.6719,134100,NEAR BAY
-122.02,37.94,23,3516,661,1465,623,4.2569,213100,NEAR BAY
-122.09,37.71,31,1843,282,749,269,5.2855,253500,NEAR BAY
-122.3,37.81,52,1224,237,521,159,1.191,76100,NEAR BAY
-119.78,36.71,35,1987,394,1233,383,1.3587,45300,INLAND
-121.53,39.49,19,1537,329,617,274,1.5313,50300,INLAND
-122.28,37.86,52,1659,367,788,346,2.8214,164300,NEAR BAY
-122.03,37.99,35,3103,537,1614,566,4.9022,169300,NEAR BAY
-122.15,37.75,44,1938,399,946,331,3.225,135800,NEAR BAY
-122.21,37.83,34,5065,788,1627,766,6.8976,333300,NEAR BAY
-119.55,36.51,46,55,11,26,5,4.125,67500,INLAND
-119.95,38.95,21,2046,580,952,353,1.7245,92200,INLAND
-121.85,37.68,4,4719,741,1895,742,6.8132,282500,INLAND
-122.3,37.9,38,2263,522,1027,509,3.5125,224200,NEAR BAY
-122.01,39.21,39,1214,250,660,249,2.4559,75000,INLAND
-122.24,37.83,52,1757,246,585,227,5.8948,457800,NEAR BAY
-122.08,37.63,34,1619,293,1148,310,4.0326,164700,NEAR BAY
-121.93,38.02,13,1524,286,940,308,5.1337,154800,INLAND
-119.75,36.72,22,3247,859,4179,881,1.3343,60800,INLAND
-122.08,37.9,32,1075,170,486,173,5.0499,306800,NEAR BAY
-121.86,37.66,22,3634,664,1699,640,4.1597,293200,INLAND
-119.82,36.75,41,1022,209,741,213,2.0781,48800,INLAND
-122.29,37.86,52,1665,404,815,372,1.9946,156900,NEAR BAY
-119.79,36.75,33,3161,934,3530,846,1.123,46700,INLAND
-121.46,39.4,17,3659,735,1970,667,2.425,96200,INLAND
-121.82,39.73,44,2923,659,1371,626,2.2925,85800,INLAND
-122.17,37.72,46,1369,284,766,289,3.5313,159700,NEAR BAY
-122.09,37.63,34,1457,242,735,249,3.9167,189500,NEAR BAY
-121.87,37.66,39,522,116,161,102,2.4896,238500,INLAND
-119.94,38.92,24,1258,216,235,96,4.6,136800,INLAND
-122.32,37.93,33,296,73,216,63,2.675,22500,NEAR BAY
-122.16,37.75,24,1790,454,1137,386,2.537,107900,NEAR BAY
-122.32,38.06,4,7999,1611,3596,1396,5.0969,174200,NEAR BAY
-122.05,37.59,15,6243,1273,3163,1274,3.7462,212500,NEAR BAY
-122.18,37.86,33,4449,636,1684,617,8.9571,399700,NEAR BAY
-122.17,37.73,52,1555,289,620,292,3.7159,183300,NEAR BAY
-122.3,37.81,48,828,182,392,133,2.5938,73500,NEAR BAY
-122.3,38.0,34,1712,317,956,341,4.4394,162000,NEAR BAY
-122.26,37.87,52,1087,371,3337,350,1.4012,175000,NEAR BAY
-122.25,37.8,42,4120,1065,1715,1015,2.9345,225000,NEAR BAY
-121.67,39.34,22,1217,224,537,187,2.6607,84600,INLAND
-122.12,37.69,10,2227,560,1140,472,2.3973,167300,NEAR BAY
-119.69,36.83,28,1868,350,898,329,3.1814,78900,INLAND
-121.87,37.66,52,775,134,315,123,5.0677,233300,INLAND
-122.08,37.68,37,848,202,314,205,2.3958,190800,NEAR BAY
-122.26,37.88,52,2551,417,894,404,6.2425,391800,NEAR BAY
-119.58,36.77,19,3225,548,1760,542,4.0227,126500,INLAND
-122.17,37.88,32,3633,508,1393,506,7.6917,401800,NEAR BAY
-122.2,37.77,41,1547,415,1024,341,2.0562,102000,NEAR BAY
-122.14,37.67,37,3156,534,1495,543,4.8125,188300,NEAR BAY
-122.1,37.96,20,3796,650,1679,611,4.3571,228200,NEAR BAY
-121.7,37.91,17,1962,291,825,267,4.8958,187100,INLAND
-122.12,37.91,34,5683,755,1962,723,8.3678,455300,NEAR BAY
-122.07,37.67,38,2104,409,1039,394,3.875,165300,NEAR BAY
-122.29,37.81,26,768,152,392,127,1.7719,82500,NEAR BAY
-119.79,36.83,15,3356,694,1232,627,2.2215,72200,INLAND
-120.18,36.59,25,948,198,613,171,2.3026,90600,INLAND
-122.08,37.69,42,1414,274,629,244,3.3478,184900,NEAR BAY
-120.56,38.39,20,1326,307,563,237,2.6667,86600,INLAND
-119.77,36.81,25,1565,271,661,275,3.4279,84700,INLAND
-122.23,37.79,49,1175,217,859,219,2.293,106300,NEAR BAY
-122.31,37.91,31,1432,348,681,348,2.7243,218100,NEAR BAY
-120.43,38.25,13,763,161,311,125,2.4583,112500,INLAND
-122.26,37.85,50,1120,283,697,264,2.125,140000,NEAR BAY
-121.81,37.97,8,1584,236,615,202,6.4753,166800,INLAND
-122.12,37.68,40,1553,253,724,267,4.38,196400,NEAR BAY
-124.19,41.78,15,3140,714,1645,640,1.6654,74600,NEAR OCEAN
-122.24,37.77,43,955,284,585,266,2.3882,162500,NEAR BAY
-122.23,37.82,52,3242,366,1001,352,12.2138,500001,NEAR BAY
-122.14,37.74,52,1071,201,440,192,4.0662,204200,NEAR BAY
-122.28,37.83,52,3108,813,1623,765,2.6997,126900,NEAR BAY
-121.54,40.06,17,858,262,47,27,2.4028,67500,INLAND
-121.97,37.52,23,4925,948,2530,894,5.0824,230900,<1H OCEAN
-122.33,37.94,47,1882,361,797,342,3.5848,140800,NEAR BAY
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND
-121.78,37.97,4,17032,2546,7653,2359,5.5601,213700,INLAND
-121.8,38.0,34,2738,475,1316,459,3.5368,122500,INLAND
-121.57,39.76,20,1384,257,557,232,2.0882,104900,INLAND
-122.24,37.8,52,996,228,731,228,2.2697,127000,NEAR BAY
-121.63,38.03,17,2549,596,1169,500,3.6694,209400,INLAND
-122.23,37.77,52,769,206,612,183,2.57,72000,NEAR BAY
-119.62,36.59,17,2287,390,1330,393,4.0197,88000,INLAND
-122.02,37.56,35,1716,312,914,316,5.5737,214500,NEAR BAY
-121.78,38.0,8,2371,375,1094,396,5.3245,174500,INLAND
-122.14,37.68,27,3337,613,1489,607,3.6364,219200,NEAR BAY
-122.17,37.77,39,1612,342,912,322,3.3958,141900,NEAR BAY
-119.81,36.71,25,1026,221,789,183,1.5625,52800,INLAND
-119.9,36.79,22,1970,332,1066,319,3.3125,106100,INLAND
-122.03,37.56,31,4981,964,2841,924,4.8962,220200,NEAR BAY
-119.76,36.75,39,2233,563,2031,491,1.8641,50800,INLAND
-122.08,37.7,25,3402,758,1645,710,3.4934,209900,NEAR BAY
-119.82,36.78,36,1370,289,812,282,2.6127,69600,INLAND
-122.0,37.82,20,2206,458,926,432,4.6042,256400,<1H OCEAN
-122.25,37.8,43,2364,792,1359,722,2.1429,250000,NEAR BAY
-122.27,37.86,52,1088,305,486,267,2.6071,250000,NEAR BAY
-120.62,38.71,10,6305,1150,2597,921,4.0197,132200,INLAND
-121.59,39.78,18,945,205,385,207,2.1838,58000,INLAND
-122.28,37.89,52,2070,329,722,306,5.4171,292000,NEAR BAY
-121.92,37.72,4,7477,1576,2937,1506,5.1437,299400,<1H OCEAN
-119.74,36.76,42,2093,470,1621,438,1.7994,58700,INLAND
-121.94,37.75,16,5121,735,2464,761,6.6204,296100,<1H OCEAN
-121.19,39.55,17,1483,284,481,211,1.4896,83300,INLAND
-122.28,37.86,52,2031,450,958,445,1.9327,169900,NEAR BAY
-119.67,36.82,2,2579,376,1133,342,4.5577,123300,INLAND
-119.83,36.79,24,3505,819,2098,774,1.9575,67000,INLAND
-121.96,37.58,15,3575,597,1777,559,5.7192,283500,<1H OCEAN
-122.19,37.74,43,707,147,417,155,2.5139,83400,NEAR BAY
-122.06,37.96,37,1784,313,788,304,4.2917,189600,NEAR BAY
-122.13,37.76,26,3266,491,1222,533,5.37,275400,NEAR BAY
-122.01,37.58,17,4313,717,2629,721,5.7579,231800,NEAR BAY
-122.19,37.79,28,3144,761,1737,669,2.9297,140500,NEAR BAY
-119.62,36.58,13,1788,405,1652,411,2.6858,62400,INLAND
-122.27,37.84,52,2436,541,1015,478,1.725,113900,NEAR BAY
-122.19,37.79,50,954,217,546,201,2.6667,172800,NEAR BAY
-121.84,39.75,29,4362,1053,2053,1000,1.7284,74500,INLAND
-121.87,37.99,15,2203,312,1051,311,4.9783,163900,INLAND
-122.2,37.76,47,1116,259,826,279,1.75,85700,NEAR BAY
-121.8,39.75,28,2551,378,1011,374,4.3309,125200,INLAND
-122.05,39.34,44,1064,230,494,175,2.875,61500,INLAND
-122.16,37.74,44,1097,239,609,215,2.0227,103100,NEAR BAY
-119.69,36.81,13,1524,366,994,370,2.5446,93800,INLAND
-122.24,38.01,11,3751,565,1949,555,5.7862,269400,NEAR BAY
-122.11,37.66,36,1755,316,913,299,4.1302,172700,NEAR BAY
-122.2,37.79,45,2021,528,1410,480,2.7788,115400,NEAR BAY
-122.23,37.81,52,1433,229,612,213,4.7708,314700,NEAR BAY
-121.62,37.61,26,1786,306,771,279,5.7239,430600,INLAND
-120.57,38.2,13,4110,847,1796,706,2.6417,122300,INLAND
-122.22,37.79,52,3424,690,2273,685,3.9048,164700,NEAR BAY
-122.17,37.72,5,1692,398,814,328,3.663,158300,NEAR BAY
-122.25,37.86,52,1587,444,878,449,1.7652,336800,NEAR BAY
-119.81,36.8,29,2806,552,1242,540,3.5958,88800,INLAND
-122.37,37.94,40,1064,266,912,239,1.0521,69100,NEAR BAY
-122.09,37.67,48,1252,305,673,308,2.3357,175000,NEAR BAY
-119.81,36.76,51,2419,486,1284,426,2.2029,54200,INLAND
-119.69,36.43,29,1799,356,1278,387,1.7813,57900,INLAND
-122.25,37.74,25,1914,365,897,390,4.4562,206200,NEAR BAY
-122.33,37.89,42,1342,291,551,266,4.5268,207400,NEAR BAY
-119.67,36.74,19,2788,614,1365,525,2.7813,120300,INLAND
-119.76,36.77,38,3804,814,2142,816,2.1439,60200,INLAND
-119.74,36.75,47,2236,418,1042,397,2.9545,59600,INLAND
-122.13,37.67,38,2012,347,880,332,3.1734,181600,NEAR BAY
-122.15,37.69,36,1501,287,703,276,3.8864,197300,NEAR BAY
-120.76,38.47,17,1521,309,607,240,3.5,123800,INLAND
-120.54,38.07,37,736,148,339,140,2.2875,79900,INLAND
-120.09,36.19,12,1923,559,2809,535,1.4191,55100,INLAND
-121.7,39.36,37,2330,495,1505,470,2.0474,56000,INLAND
-119.64,36.82,14,4872,656,2085,617,5.6739,173800,INLAND
-122.13,37.77,24,2459,317,916,324,7.0712,293000,NEAR BAY
-120.71,38.85,8,1877,479,884,323,3.4688,120100,INLAND
-122.37,37.96,37,1572,402,1046,350,0.7403,68600,NEAR BAY
-122.2,37.8,46,2041,405,1059,399,3.8487,203300,NEAR BAY
-122.25,37.85,52,1627,280,565,259,3.8462,342200,NEAR BAY
-122.1,37.96,25,1374,206,569,235,6.3699,235500,NEAR BAY
-121.89,37.82,4,11444,1355,3898,1257,13.2949,500001,INLAND
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND
-122.27,37.88,52,2803,930,1372,876,2.1907,271400,NEAR BAY
-120.04,38.86,16,2708,481,712,261,3.7891,117700,INLAND
-122.17,37.78,49,893,177,468,181,3.875,140600,NEAR BAY
-122.06,37.71,36,3541,570,1478,529,4.635,248600,NEAR BAY
-122.37,37.94,49,969,229,599,195,1.3167,71600,NEAR BAY
-121.58,39.51,24,1865,372,1087,385,1.6389,56700,INLAND
-121.93,37.72,26,3816,637,1935,642,4.4697,221300,<1H OCEAN
-119.81,36.73,50,772,194,606,167,2.2206,59200,INLAND
-119.6,36.57,33,1923,403,1205,389,1.8333,68300,INLAND
-119.72,36.71,7,2456,463,1350,424,3.0179,91600,INLAND
-122.24,37.83,41,2576,406,794,376,5.956,366100,NEAR BAY
-122.03,37.91,29,5438,871,2310,890,5.0362,275300,NEAR BAY
-122.23,37.77,52,772,179,409,160,3.3214,189600,NEAR BAY
-121.95,37.96,18,2739,393,1072,374,6.1436,259500,INLAND
-121.95,37.54,29,3517,645,1724,585,4.6641,248900,<1H OCEAN
-122.14,37.72,45,1397,253,555,248,2.983,202700,NEAR BAY
-121.9,38.04,36,1489,331,838,259,1.2024,90200,INLAND
-122.28,37.81,35,948,184,467,169,1.8088,118800,NEAR BAY
-119.97,38.94,26,1485,334,406,180,1.9667,84600,INLAND
-122.05,37.95,34,1408,277,738,269,4.175,169400,NEAR BAY
-120.0,38.9,21,1653,419,737,308,1.9727,114100,INLAND
-122.2,37.77,43,2430,502,1537,484,2.898,121400,NEAR BAY
-120.1,36.66,19,2020,416,1341,360,1.7,69000,INLAND
-119.78,36.77,45,1315,256,666,240,2.3562,58100,INLAND
-119.56,36.53,19,2746,495,1670,518,3.2019,95700,INLAND
-122.23,37.8,52,2033,486,787,459,3.1603,269500,NEAR BAY
-121.7,37.96,33,2396,452,1391,465,3.2813,151400,INLAND
-119.86,36.8,18,2536,516,1196,466,2.5595,67900,INLAND
-120.37,36.13,10,2522,533,1335,493,3.2639,86400,INLAND
-122.22,37.78,44,2968,710,2269,610,2.3906,111700,NEAR BAY
-122.19,37.78,49,1183,205,496,209,5.2328,174200,NEAR BAY
-120.54,38.75,9,3006,540,1102,418,3.9812,136600,INLAND
-122.35,37.92,36,921,200,585,236,1.9224,94000,NEAR BAY
-119.71,36.8,17,1415,267,861,293,3.25,81400,INLAND
-122.11,37.83,19,5130,741,1887,712,7.203,369900,NEAR BAY
-122.03,37.98,44,1254,252,498,217,3.4531,148900,NEAR BAY
-119.73,36.83,14,3348,491,1584,493,5.0828,111400,INLAND
-121.82,38.02,46,176,43,101,40,2.2361,93800,INLAND
-121.97,37.54,28,2312,496,1344,467,4.7135,203200,<1H OCEAN
-121.7,37.93,10,3258,612,1779,558,4.6587,152500,INLAND
-119.75,36.78,35,1129,220,474,242,2.4405,74300,INLAND
-119.81,36.79,39,2471,460,1118,431,2.4167,71900,INLAND
-119.98,38.94,25,1339,328,503,219,1.9018,109700,INLAND
-119.43,36.59,15,1371,306,1266,309,1.767,63300,INLAND
-122.18,37.77,42,1180,257,877,268,2.8125,97300,NEAR BAY
-119.69,36.74,23,2097,385,911,405,3.5128,121600,INLAND
-122.06,37.94,19,4005,972,1896,893,2.5268,235700,NEAR BAY
-122.02,37.56,23,4332,857,2461,829,4.3594,223400,NEAR BAY
-124.15,41.81,17,3276,628,3546,585,2.2868,103100,NEAR OCEAN
-120.71,38.34,16,1257,231,559,213,4.4531,144300,INLAND
-122.22,37.81,52,2944,536,1034,521,5.3509,302100,NEAR BAY
-119.76,36.75,35,1607,383,1407,382,2.19,53400,INLAND
-122.21,37.79,45,2115,533,1530,474,2.4167,139400,NEAR BAY
-122.04,37.54,26,2145,369,1285,377,4.9464,223800,NEAR BAY
-118.91,36.79,19,1616,324,187,80,3.7857,78600,INLAND
-119.82,36.79,35,1474,291,709,294,2.6522,65900,INLAND
-122.1,37.65,25,2538,494,1185,501,4.5417,194400,NEAR BAY
-122.19,37.79,47,1229,243,582,256,2.9514,198100,NEAR BAY
-121.82,37.73,47,127,23,51,21,4.3472,375000,INLAND
-122.07,37.67,27,3239,671,1469,616,3.2465,230600,NEAR BAY
-119.57,36.7,30,2370,412,1248,410,3.1442,72300,INLAND
-122.05,37.92,14,12713,2558,4741,2412,4.7094,234700,NEAR BAY
-122.29,37.84,35,1872,419,1017,414,2.2106,132500,NEAR BAY
-122.08,37.64,36,786,133,463,160,3.9338,182700,NEAR BAY
-122.3,37.88,45,453,146,749,137,1.475,187500,NEAR BAY
-122.26,37.86,52,3774,744,1461,679,2.9405,289500,NEAR BAY
-122.06,37.77,12,14316,2045,5781,2007,7.2634,341600,NEAR BAY
-121.07,38.66,22,1831,274,813,269,4.6394,173400,INLAND
-122.07,37.7,39,1420,272,645,277,4.125,232500,NEAR BAY
-122.08,37.72,32,2476,368,1048,367,5.6194,274700,NEAR BAY
-122.35,37.94,47,1275,275,844,273,2.8967,95600,NEAR BAY
-120.01,38.92,25,1758,357,689,278,2.675,104200,INLAND
-122.01,37.94,18,2077,298,937,292,6.3809,273600,NEAR BAY
-119.74,36.83,14,4675,829,2235,787,4.1098,108200,INLAND
-122.33,37.91,36,1954,513,1437,440,1.125,93800,NEAR BAY
-122.33,37.94,45,1226,279,590,260,2.8833,140400,NEAR BAY
-120.31,36.65,24,943,209,514,156,2.25,76600,INLAND
-121.63,38.04,25,2019,411,888,326,3.2619,183800,INLAND
-122.31,37.92,12,1895,600,983,519,2.5,195800,NEAR BAY
-121.6,39.77,23,2263,497,1138,455,2.3403,87300,INLAND
-122.29,37.89,52,2178,421,940,423,5.0551,232200,NEAR BAY
-120.0,38.87,12,1437,268,395,144,4.225,127600,INLAND
-122.02,38.0,28,2965,533,1591,472,4.6375,178200,NEAR BAY
-119.78,36.82,22,4241,1147,1929,971,1.7708,53500,INLAND
-122.01,37.92,16,2638,345,1055,334,8.1163,365800,NEAR BAY
-121.85,39.74,39,1139,265,623,264,2.2833,85800,INLAND
-121.93,37.54,25,1354,192,596,220,6.629,352400,<1H OCEAN
-119.88,36.85,8,2580,372,1111,393,7.5,256200,INLAND
-120.37,38.25,13,4495,856,1149,459,2.5352,113700,INLAND
-122.03,37.97,20,3968,931,2629,903,2.9915,166700,NEAR BAY
-119.53,36.61,33,587,170,730,162,1.5625,55800,INLAND
-121.99,37.97,28,2839,428,1372,443,6.2135,217200,INLAND
-122.08,37.59,16,1816,365,1367,355,4.235,156300,NEAR BAY
-119.6,36.58,28,1452,300,919,308,2.8287,73100,INLAND
-122.27,37.77,52,1710,481,849,457,2.7115,220800,NEAR BAY
-120.33,38.26,13,2962,546,252,103,4.4063,155800,INLAND
-121.54,39.47,14,1724,315,939,302,2.4952,53900,INLAND
-122.04,37.62,35,1032,173,453,176,6.396,208500,NEAR BAY
-120.55,38.46,16,1443,249,435,181,3.2031,129200,INLAND
-121.97,37.97,26,1977,264,817,273,5.7512,240200,INLAND
-120.91,38.73,11,5460,859,2645,838,4.835,230600,INLAND
-122.2,39.75,18,2603,576,1616,588,2.0192,63700,INLAND
-120.93,38.77,9,2229,355,788,341,5.5111,196300,INLAND
-121.99,37.54,18,3584,715,1673,661,3.9444,240100,<1H OCEAN
-122.31,37.92,30,1014,236,537,204,2.8456,183300,NEAR BAY
-121.95,37.81,5,7178,898,2823,907,9.0776,450400,<1H OCEAN
-122.08,37.89,39,3018,501,1223,489,6.2924,283900,NEAR BAY
-121.62,39.79,11,3835,727,1456,658,2.5374,97200,INLAND
-122.25,37.79,52,902,237,846,227,3.625,125000,NEAR BAY
-122.26,37.82,31,4596,1331,2048,1180,2.8345,183800,NEAR BAY
-122.07,37.88,11,1077,318,590,264,3.5536,387200,NEAR BAY
-122.3,37.91,39,2686,569,1159,559,2.9441,200400,NEAR BAY
-119.45,36.59,28,1274,215,572,202,3.825,84200,INLAND
-120.02,38.86,19,2429,459,883,300,3.017,97600,INLAND
-119.97,38.93,24,856,185,388,108,3.1806,107200,INLAND
-119.78,36.73,52,1377,319,1280,259,1.2344,43300,INLAND
-119.8,36.86,7,6434,1201,2733,1045,3.7656,145000,INLAND
-122.22,37.77,40,494,114,547,135,2.8015,114800,NEAR BAY
-122.28,37.84,50,2082,492,1131,473,1.6424,108900,NEAR BAY
-122.17,37.77,31,2424,533,1360,452,1.871,90700,NEAR BAY
-122.05,37.57,7,10648,1818,6075,1797,6.1047,278200,NEAR BAY
-121.89,39.71,26,2741,451,1217,437,3.7007,139200,INLAND
-121.57,39.8,23,790,137,365,152,2.1912,115200,INLAND
-119.78,36.65,27,1226,240,706,211,2.77,68400,INLAND
-122.07,37.95,39,2199,388,1025,385,4.5893,190000,NEAR BAY
-122.42,37.93,47,3453,779,1353,728,4.016,274500,NEAR BAY
-120.65,38.42,23,1538,305,730,267,2.6078,116700,INLAND
